team,season,season_type_offense,shotgun,no_huddle,qb_dropback,qb_scramble,total_off_yards,pass_attempts,complete_pass,incomplete_pass,passing_yards,air_yards,receiving_yards,yards_after_catch,rush_attempts,rushing_yards,tackled_for_loss,first_down_pass,first_down_rush,third_down_converted,third_down_failed,fourth_down_converted,fourth_down_failed,rush_touchdown,pass_touchdown,safety_offense,interception_offense,fumble_offense,fumble_lost_offense,fumble_forced_offense,fumble_not_forced_offense,fumble_out_of_bounds_offense,offense_snaps,rush_snaps_offense,pass_snaps_offense,total_off_points,total_def_points,win_offense,loss_offense,tie_offense,record_offense,win_pct,average_shotgun,average_no_huddle,average_qb_dropback,average_qb_scramble,average_total_off_yards,average_pass_attempts,average_complete_pass,average_incomplete_pass,average_passing_yards,average_air_yards,average_receiving_yards,average_yards_after_catch,average_rush_attempts,average_rushing_yards,average_tackled_for_loss,average_first_down_pass,average_first_down_rush,average_third_down_converted,average_third_down_failed,average_fourth_down_converted,average_fourth_down_failed,average_rush_touchdown,average_pass_touchdown,average_safety_offense,average_interception_offense,average_fumble_offense,average_fumble_lost_offense,average_fumble_forced_offense,average_fumble_not_forced_offense,average_fumble_out_of_bounds_offense,rush_pct_offense,pass_pct_offense,passing_air_yards,receiving_air_yards,receptions,receiving_touchdown,targets,yps,adot,air_yards_share,target_share,comp_pct,int_pct,pass_td_pct,ypa,rec_td_pct,yptarget,ayptarget,ypr,rush_td_pct,ypc,touches,total_tds,td_pct,total_yards,yptouch,season_type_defense,safety_defense,interception_defense,fumble_defense,fumble_lost_defense,fumble_forced_defense,fumble_not_forced_defense,fumble_out_of_bounds_defense,solo_tackle,assist_tackle,tackle_with_assist,sack,qb_hit,def_touchdown,defensive_two_point_attempt,defensive_two_point_conv,defensive_extra_point_attempt,defensive_extra_point_conv,defense_snaps,rush_snaps_defense,pass_snaps_defense,win_defense,loss_defense,tie_defense,record_defense,average_safety_defense,average_interception_defense,average_fumble_defense,average_fumble_lost_defense,average_fumble_forced_defense,average_fumble_not_forced_defense,average_fumble_out_of_bounds_defense,average_solo_tackle,average_assist_tackle,average_tackle_with_assist,average_sack,average_qb_hit,average_def_touchdown,average_defensive_two_point_attempt,average_defensive_two_point_conv,average_defensive_extra_point_attempt,average_defensive_extra_point_conv,rush_pct_defense,pass_pct_defense
CIN,2024,REG,963.0,35.0,723.0,25.0,6492,643.0,460.0,183.0,4918.0,4614.0,4918.0,2192.0,381,1574.0,28.0,253.0,88.0,100.0,114.0,10.0,9.0,12.0,43.0,0.0,9.0,23.0,12.0,20.0,3.0,4.0,1083,368,701,461.0,18.0,9.0,8.0,0.0,'9-8-0,0.529,56.64705882352941,2.0588235294117645,42.52941176470589,1.4705882352941178,381.88235294117646,37.8235294117647,27.058823529411764,10.764705882352942,289.29411764705884,271.4117647058824,289.29411764705884,128.94117647058823,22.41176470588235,92.58823529411764,1.6470588235294117,14.882352941176473,5.176470588235294,5.882352941176471,6.705882352941177,0.5882352941176471,0.5294117647058824,0.7058823529411765,2.5294117647058822,0.0,0.5294117647058824,1.3529411764705883,0.7058823529411765,1.1764705882352942,0.1764705882352941,0.2352941176470588,0.34,0.65,4614.0,4614.0,460.0,43.0,643.0,5.99,7.176,13.982,22.172,0.715,0.014,0.067,7.65,0.067,7.65,7.18,10.69,0.031,4.13,1484.0,98.0,0.07,11410.0,7.69,REG,1.0,15.0,18.0,10.0,13.0,6.0,2.0,595.0,279.0,85.0,36.0,102.0,2,0.0,0.0,0.0,0.0,1091,468,607,9.0,8.0,0.0,'9-8-0,0.0588235294117647,0.8823529411764706,1.0588235294117647,0.5882352941176471,0.7647058823529411,0.3529411764705882,0.1176470588235294,35.0,16.41176470588235,5.0,2.117647058823529,6.0,0.1176470588235294,0.0,0.0,0.0,0.0,0.43,0.56
CLE,2024,REG,940.0,179.0,770.0,42.0,5487,638.0,395.0,243.0,3879.0,5139.0,3879.0,1711.0,391,1608.0,33.0,180.0,93.0,70.0,167.0,24.0,20.0,9.0,19.0,0.0,23.0,18.0,9.0,15.0,3.0,0.0,1126,387,734,253.0,18.0,3.0,14.0,0.0,'3-14-0,0.176,55.294117647058826,10.529411764705882,45.294117647058826,2.4705882352941178,322.7647058823529,37.52941176470589,23.235294117647054,14.294117647058824,228.1764705882353,302.29411764705884,228.1764705882353,100.6470588235294,23.0,94.58823529411764,1.9411764705882355,10.588235294117649,5.470588235294118,4.117647058823529,9.823529411764708,1.411764705882353,1.1764705882352942,0.5294117647058824,1.1176470588235294,0.0,1.3529411764705883,1.0588235294117647,0.5294117647058824,0.8823529411764706,0.1764705882352941,0.0,0.34,0.65,5139.0,5139.0,395.0,19.0,638.0,4.87,8.055,1.207,1.164,0.619,0.036,0.03,6.08,0.03,6.08,8.05,9.82,0.023,4.11,1424.0,47.0,0.03,9366.0,6.58,REG,1.0,4.0,18.0,10.0,13.0,5.0,0.0,583.0,254.0,113.0,41.0,105.0,1,0.0,0.0,0.0,0.0,1041,463,548,3.0,14.0,0.0,'3-14-0,0.0588235294117647,0.2352941176470588,1.0588235294117647,0.5882352941176471,0.7647058823529411,0.2941176470588235,0.0,34.294117647058826,14.941176470588236,6.647058823529412,2.411764705882353,6.176470588235294,0.0588235294117647,0.0,0.0,0.0,0.0,0.44,0.53
DAL,2024,REG,868.0,114.0,687.0,14.0,5797,623.0,398.0,225.0,4092.0,4686.0,4092.0,2030.0,429,1705.0,34.0,192.0,98.0,84.0,144.0,10.0,18.0,8.0,23.0,0.0,14.0,27.0,14.0,17.0,10.0,1.0,1107,420,675,340.0,12.0,7.0,10.0,0.0,'7-10-0,0.412,51.05882352941177,6.705882352941177,40.41176470588236,0.8235294117647058,341.0,36.64705882352941,23.41176470588235,13.235294117647058,240.7058823529412,275.6470588235294,240.7058823529412,119.41176470588236,25.235294117647054,100.29411764705884,2.0,11.294117647058824,5.764705882352941,4.941176470588236,8.470588235294118,0.5882352941176471,1.0588235294117647,0.4705882352941176,1.3529411764705883,0.0,0.8235294117647058,1.588235294117647,0.8235294117647058,1.0,0.5882352941176471,0.0588235294117647,0.38,0.61,4686.0,4686.0,398.0,23.0,623.0,5.24,7.522,0.81,0.975,0.639,0.022,0.037,6.57,0.037,6.57,7.52,10.28,0.019,3.97,1450.0,54.0,0.04,9889.0,6.82,REG,0.0,13.0,22.0,9.0,19.0,3.0,1.0,614.0,247.0,52.0,52.0,98.0,1,0.0,0.0,0.0,0.0,1049,465,564,7.0,10.0,0.0,'7-10-0,0.0,0.7647058823529411,1.2941176470588236,0.5294117647058824,1.1176470588235294,0.1764705882352941,0.0588235294117647,36.11764705882353,14.529411764705882,3.0588235294117645,3.0588235294117645,5.764705882352941,0.0588235294117647,0.0,0.0,0.0,0.0,0.44,0.54
DEN,2024,REG,710.0,152.0,645.0,55.0,5716,558.0,379.0,179.0,3808.0,4130.0,3806.0,2089.0,461,1908.0,45.0,172.0,124.0,91.0,139.0,15.0,7.0,12.0,30.0,0.0,12.0,15.0,8.0,11.0,4.0,1.0,1056,444,594,391.0,0.0,10.0,8.0,0.0,'10-8-0,0.556,41.333333333333336,9.22222222222222,37.388888888888886,3.2222222222222223,330.77777777777777,32.27777777777778,21.83333333333333,10.444444444444445,220.38888888888889,244.72222222222223,220.27777777777777,117.72222222222224,26.55555555555556,110.38888888888889,2.611111111111111,9.944444444444445,7.166666666666667,5.166666666666667,8.11111111111111,0.8888888888888888,0.5,0.6666666666666666,1.7222222222222223,0.0,0.6666666666666666,0.8333333333333334,0.4444444444444444,0.6111111111111112,0.2222222222222222,0.0555555555555555,0.42,0.56,4130.0,4130.0,379.0,30.0,558.0,5.41,7.401,13.721,13.61,0.679,0.022,0.054,6.82,0.054,6.82,7.4,10.04,0.026,4.14,1398.0,72.0,0.05,9522.0,6.81,REG,2.0,15.0,18.0,9.0,12.0,6.0,1.0,608.0,273.0,86.0,63.0,134.0,5,0.0,0.0,0.0,0.0,1098,414,670,10.0,8.0,0.0,'10-8-0,0.1111111111111111,0.8333333333333334,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0555555555555555,36.388888888888886,16.055555555555557,4.833333333333333,3.611111111111111,7.666666666666667,0.2777777777777778,0.0,0.0,0.0,0.0,0.38,0.61
DET,2024,REG,516.0,45.0,597.0,15.0,7206,539.0,399.0,140.0,4718.0,3487.0,4627.0,2578.0,535,2488.0,42.0,242.0,144.0,98.0,108.0,22.0,11.0,29.0,39.0,1.0,12.0,12.0,3.0,12.0,0.0,0.0,1120,517,582,553.0,6.0,15.0,3.0,0.0,'15-3-0,0.833,31.0,3.1666666666666665,35.55555555555556,0.8888888888888888,430.1666666666667,32.111111111111114,23.55555555555556,8.555555555555555,280.77777777777777,213.22222222222223,275.72222222222223,153.0,31.0,149.38888888888889,2.5,14.5,8.555555555555555,5.611111111111111,6.333333333333333,1.3333333333333333,0.6111111111111112,1.7777777777777777,2.2222222222222223,0.0555555555555555,0.8888888888888888,0.7222222222222222,0.2222222222222222,0.7222222222222222,0.0,0.0,0.46,0.52,3487.0,3487.0,399.0,39.0,539.0,6.43,6.469,0.54,0.746,0.74,0.022,0.072,8.75,0.072,8.58,6.47,11.6,0.054,4.65,1473.0,107.0,0.07,11833.0,8.03,REG,0.0,16.0,20.0,8.0,12.0,8.0,2.0,587.0,204.0,61.0,37.0,106.0,1,0.0,0.0,0.0,0.0,1020,364,649,15.0,3.0,0.0,'15-3-0,0.0,0.8888888888888888,1.1666666666666667,0.4444444444444444,0.7222222222222222,0.4444444444444444,0.1666666666666666,35.27777777777778,11.833333333333334,3.5,2.055555555555556,6.0,0.0555555555555555,0.0,0.0,0.0,0.0,0.36,0.64
GB,2024,REG,825.0,107.0,525.0,22.0,6435,468.0,308.0,160.0,3939.0,4187.0,3939.0,1928.0,528,2496.0,42.0,171.0,142.0,75.0,115.0,8.0,8.0,24.0,28.0,0.0,11.0,16.0,9.0,9.0,7.0,1.0,1033,517,505,462.0,12.0,11.0,7.0,0.0,'11-7-0,0.611,48.833333333333336,6.277777777777778,31.166666666666668,1.2777777777777777,375.22222222222223,27.666666666666668,18.22222222222222,9.444444444444445,230.61111111111111,248.0,230.61111111111111,114.16666666666669,30.72222222222222,144.61111111111111,2.388888888888889,10.166666666666666,8.11111111111111,4.555555555555555,6.722222222222222,0.5,0.5,1.3888888888888888,1.5555555555555556,0.0,0.7777777777777778,1.0555555555555556,0.5555555555555556,0.6111111111111112,0.4444444444444444,0.0555555555555555,0.5,0.49,4187.0,4187.0,308.0,28.0,468.0,6.23,8.947,7.109,6.592,0.658,0.024,0.06,8.42,0.06,8.42,8.95,12.79,0.045,4.73,1304.0,80.0,0.06,10374.0,7.96,REG,0.0,17.0,28.0,13.0,18.0,10.0,4.0,612.0,257.0,83.0,45.0,87.0,1,0.0,0.0,0.0,0.0,1041,417,610,11.0,7.0,0.0,'11-7-0,0.0,0.9444444444444444,1.5555555555555556,0.7222222222222222,1.0,0.5555555555555556,0.2222222222222222,35.5,15.444444444444445,4.666666666666667,2.611111111111111,5.055555555555555,0.0555555555555555,0.0,0.0,0.0,0.0,0.4,0.59
HOU,2024,REG,679.0,62.0,662.0,41.0,5861,558.0,357.0,201.0,3952.0,4653.0,3952.0,1753.0,436,1909.0,52.0,197.0,89.0,87.0,144.0,11.0,7.0,15.0,20.0,1.0,12.0,15.0,8.0,10.0,5.0,3.0,1060,423,623,352.0,0.0,11.0,8.0,0.0,'11-8-0,0.579,40.0,3.736842105263158,39.05263157894737,2.6842105263157894,352.89473684210526,32.526315789473685,20.94736842105263,11.578947368421051,235.73684210526315,275.7894736842105,235.73684210526315,101.73684210526316,26.26315789473684,117.15789473684212,3.0,11.63157894736842,5.421052631578948,5.368421052631579,8.421052631578947,0.6842105263157895,0.4210526315789473,0.8947368421052632,1.105263157894737,0.0526315789473684,0.6842105263157895,1.0,0.5263157894736842,0.6842105263157895,0.3157894736842105,0.1578947368421052,0.4,0.59,4653.0,4653.0,357.0,20.0,558.0,5.53,8.339,8.829,6.414,0.64,0.022,0.036,7.08,0.036,7.08,8.34,11.07,0.034,4.38,1351.0,55.0,0.04,9813.0,7.26,REG,1.0,19.0,20.0,9.0,9.0,11.0,2.0,621.0,228.0,71.0,49.0,96.0,3,0.0,0.0,0.0,0.0,1055,441,605,11.0,8.0,0.0,'11-8-0,0.1052631578947368,1.2105263157894737,1.2105263157894737,0.4736842105263157,0.5789473684210527,0.631578947368421,0.1052631578947368,35.78947368421053,13.157894736842104,3.842105263157895,2.9473684210526314,5.894736842105263,0.2105263157894736,0.0526315789473684,0.0526315789473684,0.0,0.0,0.42,0.57
IND,2024,REG,966.0,126.0,569.0,26.0,5917,494.0,289.0,205.0,3599.0,5433.0,3599.0,1457.0,499,2318.0,44.0,161.0,130.0,83.0,136.0,17.0,11.0,20.0,20.0,0.0,19.0,21.0,10.0,12.0,9.0,3.0,1046,489,545,373.0,12.0,8.0,9.0,0.0,'8-9-0,0.471,56.8235294117647,7.411764705882353,33.47058823529412,1.5294117647058822,348.05882352941177,29.058823529411764,17.0,12.058823529411764,211.7058823529412,319.5882352941176,211.7058823529412,85.70588235294117,29.352941176470587,136.35294117647058,2.588235294117647,9.470588235294118,7.647058823529412,4.882352941176471,8.0,1.0,0.6470588235294118,1.1764705882352942,1.1764705882352942,0.0,1.1176470588235294,1.2352941176470589,0.5882352941176471,0.7058823529411765,0.5294117647058824,0.1764705882352941,0.47,0.52,5433.0,5433.0,289.0,20.0,494.0,5.66,10.998,11.39,9.321,0.585,0.038,0.04,7.29,0.04,7.29,11.0,12.45,0.04,4.65,1282.0,60.0,0.05,9516.0,7.42,REG,0.0,16.0,19.0,9.0,18.0,1.0,0.0,614.0,310.0,129.0,36.0,79.0,1,0.0,0.0,0.0,0.0,1117,518,581,8.0,9.0,0.0,'8-9-0,0.0,0.9411764705882352,1.1176470588235294,0.5294117647058824,1.0588235294117647,0.0588235294117647,0.0,36.11764705882353,18.235294117647054,7.588235294117647,2.117647058823529,4.647058823529412,0.0588235294117647,0.0,0.0,0.0,0.0,0.46,0.52
JAX,2024,REG,746.0,137.0,611.0,27.0,5446,531.0,343.0,188.0,3717.0,4586.0,3729.0,1754.0,414,1729.0,33.0,174.0,106.0,76.0,128.0,14.0,12.0,13.0,19.0,1.0,15.0,18.0,9.0,13.0,5.0,0.0,999,407,584,308.0,0.0,4.0,13.0,0.0,'4-13-0,0.235,43.88235294117647,8.058823529411764,35.94117647058823,1.588235294117647,320.3529411764706,31.235294117647054,20.176470588235293,11.058823529411764,218.64705882352945,269.7647058823529,219.35294117647055,103.17647058823528,24.352941176470587,101.70588235294116,1.9411764705882355,10.235294117647058,6.235294117647059,4.470588235294118,7.529411764705882,0.8235294117647058,0.7058823529411765,0.7647058823529411,1.1176470588235294,0.0588235294117647,0.8823529411764706,1.0588235294117647,0.5294117647058824,0.7647058823529411,0.2941176470588235,0.0,0.41,0.58,4586.0,4586.0,343.0,19.0,531.0,5.45,8.637,0.918,0.933,0.646,0.028,0.036,7.0,0.036,7.02,8.64,10.87,0.031,4.18,1288.0,51.0,0.04,9175.0,7.12,REG,0.0,6.0,9.0,3.0,6.0,3.0,0.0,643.0,251.0,68.0,34.0,66.0,1,0.0,0.0,0.0,0.0,1131,491,618,4.0,13.0,0.0,'4-13-0,0.0,0.3529411764705882,0.5294117647058824,0.1764705882352941,0.3529411764705882,0.1764705882352941,0.0,37.8235294117647,14.764705882352942,4.0,2.0,3.882352941176471,0.0588235294117647,0.0,0.0,0.0,0.0,0.43,0.55
KC,2024,REG,873.0,16.0,680.0,47.0,5836,589.0,404.0,185.0,4046.0,3806.0,4021.0,2343.0,450,1790.0,23.0,219.0,106.0,111.0,118.0,12.0,5.0,15.0,26.0,0.0,11.0,12.0,4.0,8.0,4.0,2.0,1093,428,641,379.0,0.0,17.0,3.0,0.0,'17-3-0,0.85,51.35,1.1,39.5,3.1,337.45,33.5,22.95,10.55,236.25,219.7,235.0,133.6,25.9,101.2,1.4,12.55,6.1,6.15,6.85,0.7,0.35,0.95,1.55,0.05,0.65,0.85,0.3,0.5,0.35,0.1,0.39,0.59,3806.0,3806.0,404.0,26.0,589.0,5.34,6.462,0.971,1.295,0.686,0.019,0.044,6.87,0.044,6.83,6.46,9.95,0.033,3.98,1443.0,67.0,0.05,9857.0,6.83,REG,0.0,13.0,19.0,6.0,14.0,5.0,5.0,628.0,213.0,53.0,39.0,109.0,1,0.0,0.0,0.0,0.0,1028,413,606,17.0,3.0,0.0,'17-3-0,0.0,0.7,1.2,0.3,0.9,0.3,0.25,37.85,12.75,2.75,2.55,6.7,0.05,0.0,0.0,0.0,0.0,0.4,0.59
LA,2024,REG,608.0,97.0,596.0,5.0,5861,550.0,367.0,183.0,4096.0,4124.0,4096.0,1958.0,451,1765.0,37.0,192.0,119.0,74.0,127.0,16.0,8.0,15.0,22.0,0.0,9.0,13.0,6.0,10.0,3.0,1.0,1044,436,592,341.0,0.0,11.0,8.0,0.0,'11-8-0,0.579,35.421052631578945,5.842105263157895,35.526315789473685,0.3157894736842105,347.10526315789474,32.68421052631579,21.68421052631579,11.0,243.6315789473684,250.8421052631579,243.6315789473684,112.47368421052632,26.0,103.47368421052632,2.263157894736842,11.421052631578949,6.631578947368421,4.315789473684211,7.631578947368421,0.8947368421052632,0.4736842105263157,0.7894736842105263,1.368421052631579,0.0,0.4736842105263157,0.9473684210526316,0.4210526315789473,0.631578947368421,0.3157894736842105,0.1052631578947368,0.42,0.57,4124.0,4124.0,367.0,22.0,550.0,5.61,7.498,0.9,1.013,0.667,0.016,0.04,7.45,0.04,7.45,7.5,11.16,0.033,3.91,1368.0,59.0,0.04,9957.0,7.28,REG,1.0,13.0,14.0,6.0,10.0,4.0,2.0,557.0,290.0,93.0,38.0,69.0,3,2.0,0.0,0.0,0.0,1059,467,582,11.0,8.0,0.0,'11-8-0,0.1052631578947368,0.7368421052631579,0.8421052631578947,0.3684210526315789,0.631578947368421,0.2105263157894736,0.1052631578947368,33.73684210526316,16.842105263157894,5.105263157894737,2.8421052631578947,4.473684210526316,0.2105263157894736,0.1052631578947368,0.0,0.0,0.0,0.44,0.55
LAC,2024,REG,723.0,43.0,587.0,36.0,5783,507.0,336.0,171.0,3901.0,4363.0,3888.0,1691.0,465,1882.0,36.0,176.0,110.0,89.0,132.0,10.0,6.0,17.0,23.0,1.0,3.0,15.0,5.0,13.0,3.0,2.0,1022,444,554,396.0,0.0,11.0,7.0,0.0,'11-7-0,0.611,42.5,2.611111111111111,34.611111111111114,2.0,337.5,29.72222222222222,19.444444444444443,10.27777777777778,230.16666666666663,264.8888888888889,229.44444444444449,100.16666666666669,26.83333333333333,107.33333333333331,2.111111111111111,10.27777777777778,6.333333333333333,5.111111111111111,7.777777777777778,0.5555555555555556,0.3888888888888889,0.9444444444444444,1.3333333333333333,0.0555555555555555,0.3888888888888889,0.8888888888888888,0.2777777777777778,0.7777777777777778,0.1666666666666666,0.1111111111111111,0.43,0.54,4363.0,4363.0,336.0,23.0,507.0,5.66,8.606,1.101,0.988,0.663,0.006,0.045,7.69,0.045,7.67,8.61,11.57,0.037,4.05,1308.0,63.0,0.05,9671.0,7.39,REG,0.0,15.0,15.0,7.0,10.0,5.0,1.0,612.0,230.0,60.0,46.0,92.0,1,0.0,0.0,0.0,0.0,1039,414,613,11.0,7.0,0.0,'11-7-0,0.0,0.8888888888888888,1.0,0.5,0.6666666666666666,0.3333333333333333,0.0555555555555555,36.333333333333336,13.61111111111111,3.5,2.7222222222222223,5.388888888888889,0.0555555555555555,0.0,0.0,0.0,0.0,0.4,0.59
LV,2024,REG,829.0,129.0,703.0,22.0,5474,619.0,410.0,209.0,4117.0,4455.0,4117.0,2061.0,382,1357.0,33.0,209.0,78.0,78.0,146.0,14.0,11.0,10.0,19.0,1.0,16.0,20.0,13.0,11.0,9.0,1.0,1070,371,683,306.0,18.0,4.0,13.0,0.0,'4-13-0,0.235,48.76470588235294,7.588235294117647,41.35294117647059,1.2941176470588236,322.0,36.41176470588236,24.11764705882353,12.294117647058824,242.1764705882353,262.05882352941177,242.1764705882353,121.23529411764706,22.47058823529412,79.82352941176471,1.9411764705882355,12.294117647058824,4.588235294117647,4.588235294117647,8.588235294117647,0.8235294117647058,0.6470588235294118,0.5882352941176471,1.1176470588235294,0.0588235294117647,0.9411764705882352,1.1764705882352942,0.7647058823529411,0.6470588235294118,0.5294117647058824,0.0588235294117647,0.35,0.64,4455.0,4455.0,410.0,19.0,619.0,5.12,7.197,0.841,1.01,0.662,0.026,0.031,6.65,0.031,6.65,7.2,10.04,0.026,3.55,1411.0,48.0,0.03,9591.0,6.8,REG,0.0,10.0,13.0,3.0,6.0,7.0,0.0,568.0,275.0,79.0,38.0,78.0,1,0.0,0.0,0.0,0.0,1057,436,595,4.0,13.0,0.0,'4-13-0,0.0,0.5882352941176471,0.7647058823529411,0.1764705882352941,0.3529411764705882,0.4117647058823529,0.0,33.411764705882355,16.176470588235293,4.647058823529412,2.235294117647059,4.588235294117647,0.0588235294117647,0.0,0.0,0.0,0.0,0.41,0.56
MIA,2024,REG,906.0,72.0,660.0,28.0,5831,581.0,413.0,168.0,4036.0,3711.0,4059.0,2235.0,448,1795.0,74.0,221.0,90.0,77.0,135.0,15.0,16.0,12.0,22.0,2.0,10.0,28.0,10.0,17.0,11.0,4.0,1087,441,635,347.0,12.0,8.0,9.0,0.0,'8-9-0,0.471,53.294117647058826,4.235294117647059,38.8235294117647,1.6470588235294117,343.0,34.1764705882353,24.294117647058822,9.882352941176473,237.41176470588235,218.2941176470588,238.76470588235293,131.47058823529412,26.352941176470587,105.58823529411764,4.352941176470588,13.0,5.294117647058823,4.529411764705882,7.9411764705882355,0.8823529411764706,0.9411764705882352,0.7058823529411765,1.2941176470588236,0.1176470588235294,0.5882352941176471,1.6470588235294117,0.5882352941176471,1.0,0.6470588235294118,0.2352941176470588,0.41,0.58,3711.0,3711.0,413.0,22.0,581.0,5.36,6.387,0.855,1.183,0.711,0.017,0.038,6.95,0.038,6.99,6.39,9.83,0.027,4.01,1442.0,56.0,0.04,9890.0,6.86,REG,0.0,10.0,14.0,7.0,8.0,6.0,0.0,556.0,244.0,67.0,35.0,78.0,0,0.0,0.0,0.0,0.0,1017,397,603,8.0,9.0,0.0,'8-9-0,0.0,0.5882352941176471,0.8235294117647058,0.4117647058823529,0.4705882352941176,0.3529411764705882,0.0,32.705882352941174,14.352941176470589,3.941176470588236,2.0588235294117645,4.588235294117647,0.0,0.0,0.0,0.0,0.0,0.39,0.59
MIN,2024,REG,573.0,131.0,626.0,31.0,6234,536.0,364.0,172.0,4379.0,4625.0,4379.0,1793.0,457,1855.0,44.0,210.0,100.0,80.0,120.0,6.0,7.0,9.0,35.0,1.0,12.0,19.0,9.0,12.0,7.0,2.0,1055,432,597,415.0,6.0,14.0,4.0,0.0,'14-4-0,0.778,34.666666666666664,8.5,37.61111111111112,1.7777777777777777,365.8333333333333,31.944444444444443,21.61111111111111,10.333333333333334,256.8888888888889,280.27777777777777,256.8888888888889,105.11111111111111,26.61111111111111,108.94444444444444,2.555555555555556,12.27777777777778,5.833333333333333,4.777777777777778,7.277777777777778,0.3888888888888889,0.5555555555555556,0.5,2.0,0.0555555555555555,0.7222222222222222,1.1111111111111112,0.5555555555555556,0.7222222222222222,0.3888888888888889,0.1111111111111111,0.41,0.57,4625.0,4625.0,364.0,35.0,536.0,5.91,8.629,11.951,18.483,0.679,0.022,0.065,8.17,0.065,8.17,8.63,12.03,0.02,4.06,1357.0,79.0,0.06,10613.0,7.82,REG,0.0,24.0,16.0,9.0,11.0,5.0,0.0,592.0,260.0,88.0,49.0,112.0,3,0.0,0.0,0.0,0.0,1084,386,688,14.0,4.0,0.0,'14-4-0,0.0,1.3333333333333333,0.9444444444444444,0.5,0.6111111111111112,0.3333333333333333,0.0555555555555555,34.22222222222222,15.27777777777778,5.0,2.833333333333333,6.5,0.1666666666666666,0.0,0.0,0.0,0.0,0.36,0.63
NE,2024,REG,787.0,114.0,639.0,57.0,5312,518.0,342.0,176.0,3343.0,3846.0,3338.0,1696.0,446,1969.0,39.0,167.0,101.0,75.0,140.0,14.0,10.0,12.0,18.0,0.0,11.0,30.0,13.0,21.0,9.0,0.0,1031,438,583,291.0,12.0,4.0,13.0,0.0,'4-13-0,0.235,46.294117647058826,6.705882352941177,37.588235294117645,3.3529411764705883,312.47058823529414,30.47058823529412,20.11764705882353,10.352941176470589,196.64705882352945,226.23529411764707,196.35294117647055,99.76470588235294,26.235294117647054,115.82352941176472,2.294117647058824,9.823529411764708,5.941176470588236,4.411764705882353,8.235294117647058,0.8235294117647058,0.5882352941176471,0.7058823529411765,1.0588235294117647,0.0,0.6470588235294118,1.7647058823529411,0.7647058823529411,1.2352941176470589,0.5294117647058824,0.0,0.42,0.57,3846.0,3846.0,342.0,18.0,518.0,5.15,7.425,5.155,5.63,0.66,0.021,0.035,6.45,0.035,6.44,7.42,9.76,0.027,4.41,1306.0,48.0,0.04,8650.0,6.62,REG,0.0,7.0,23.0,4.0,13.0,10.0,2.0,578.0,294.0,92.0,28.0,62.0,1,0.0,0.0,0.0,0.0,1072,497,563,4.0,13.0,0.0,'4-13-0,0.0,0.4117647058823529,1.3529411764705883,0.2352941176470588,0.7647058823529411,0.5882352941176471,0.1176470588235294,34.0,17.294117647058822,5.411764705882353,1.6470588235294117,3.647058823529412,0.0588235294117647,0.0,0.0,0.0,0.0,0.46,0.53
NO,2024,REG,638.0,113.0,618.0,28.0,5684,539.0,340.0,199.0,3730.0,4430.0,3730.0,1836.0,444,1954.0,50.0,167.0,111.0,76.0,140.0,15.0,12.0,15.0,21.0,0.0,12.0,14.0,5.0,12.0,2.0,2.0,1036,435,591,333.0,18.0,5.0,12.0,0.0,'5-12-0,0.294,37.52941176470589,6.647058823529412,36.35294117647059,1.6470588235294117,334.3529411764706,31.705882352941178,20.0,11.705882352941176,219.41176470588235,260.5882352941176,219.41176470588235,108.0,26.11764705882353,114.94117647058825,2.9411764705882355,9.823529411764708,6.529411764705882,4.470588235294118,8.235294117647058,0.8823529411764706,0.7058823529411765,0.8823529411764706,1.2352941176470589,0.0,0.7058823529411765,0.8235294117647058,0.2941176470588235,0.7058823529411765,0.1176470588235294,0.1176470588235294,0.42,0.57,4430.0,4430.0,340.0,21.0,539.0,5.49,8.219,0.809,0.827,0.631,0.022,0.039,6.92,0.039,6.92,8.22,10.97,0.034,4.4,1323.0,57.0,0.04,9414.0,7.12,REG,1.0,14.0,15.0,5.0,12.0,4.0,2.0,671.0,251.0,52.0,39.0,79.0,1,0.0,0.0,0.0,0.0,1125,472,632,5.0,12.0,0.0,'5-12-0,0.0588235294117647,0.8235294117647058,0.8823529411764706,0.2941176470588235,0.7058823529411765,0.2352941176470588,0.1176470588235294,39.47058823529412,14.764705882352942,3.0588235294117645,2.294117647058824,4.647058823529412,0.0588235294117647,0.0,0.0,0.0,0.0,0.42,0.56
